基隆市,中正區,all,all,"11,034","18,395","1,239","30,668",217,"30,885",1,"30,886","13,416","44,302",69.7100
基隆市,信義區,all,all,"9,635","19,170","1,175","29,980",180,"30,160",1,"30,161","11,343","41,504",72.6700
基隆市,仁愛區,all,all,"11,291","15,308",961,"27,560",202,"27,762",0,"27,762","10,336","38,098",72.8700
基隆市,中山區,all,all,"11,286","16,522","1,197","29,005",210,"29,215",0,"29,215","11,584","40,799",71.6100
基隆市,安樂區,all,all,"17,043","27,881","1,895","46,819",261,"47,080",0,"47,080","17,416","64,496",73.0000
基隆市,暖暖區,all,all,"7,027","13,040",957,"21,024",148,"21,172",0,"21,172","8,561","29,733",71.2100
基隆市,七堵區,all,all,"12,246","17,978","1,109","31,333",196,"31,529",1,"31,530","11,677","43,207",72.9700
